event_id,timestamp,control_id,domain,system,parameter,baseline_value,current_value,drift_detected,severity,action,changed_by,change_source,approval_status,environment,maintenance_window
EVT-000350,2026-03-29T09:01:38Z,CTRL-NET-024,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_036,maintenance,approved,testing,True
EVT-000612,2026-03-29T11:24:41Z,CTRL-LOG-015,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_045,change_request,approved,development,True
EVT-000727,2026-03-29T12:59:05Z,CTRL-NET-001,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_017,maintenance,approved,production,True
EVT-000715,2026-03-29T18:43:29Z,CTRL-NET-004,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_022,maintenance,approved,testing,True
EVT-000357,2026-03-29T19:45:18Z,CTRL-SRV-003,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_022,maintenance,approved,development,True
EVT-000598,2026-03-30T08:24:23Z,CTRL-SRV-007,Endpoint,Windows Server,windows_firewall,Enabled,Enabled,False,NONE,modification,admin_024,maintenance,approved,development,True
EVT-000597,2026-03-30T10:33:48Z,CTRL-CLD-006,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_020,maintenance,approved,staging,True
EVT-000321,2026-03-30T11:17:31Z,CTRL-NET-013,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_048,maintenance,approved,production,True
EVT-000163,2026-03-30T11:35:49Z,CTRL-NET-023,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_025,change_request,approved,development,False
EVT-000854,2026-03-31T08:37:59Z,CTRL-LOG-016,Cloud,AWS CloudTrail,kms_encryption,Enabled,Enabled,False,NONE,modification,admin_038,change_request,approved,testing,True
EVT-000626,2026-03-31T12:30:46Z,CTRL-LOG-005,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_014,maintenance,approved,production,True
EVT-000178,2026-03-31T12:36:02Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_025,maintenance,approved,development,False
EVT-000186,2026-03-31T13:39:37Z,CTRL-NET-021,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_035,change_request,approved,production,True
EVT-000568,2026-03-31T16:31:09Z,CTRL-NET-004,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_002,maintenance,approved,testing,True
EVT-000973,2026-03-31T17:01:47Z,CTRL-IAM-021,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_025,emergency,approved,production,False
EVT-000857,2026-03-31T23:28:06Z,CTRL-SRV-004,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_005,maintenance,approved,testing,True
EVT-000650,2026-04-01T14:59:55Z,CTRL-IAM-001,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_001,maintenance,approved,production,True
EVT-000009,2026-04-02T01:38:30Z,CTRL-NET-012,Network,Cisco Firewall,firewall_logging,Enabled,Disabled,True,HIGH,modification,admin_011,emergency,emergency,testing,False
EVT-000245,2026-04-02T02:43:25Z,CTRL-CLD-009,Cloud,AWS S3,versioning,Enabled,Disabled,True,MEDIUM,modification,admin_014,change_request,approved,production,False
EVT-000257,2026-04-02T11:16:54Z,CTRL-CLD-027,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_002,change_request,approved,development,False
EVT-000896,2026-04-02T15:24:53Z,CTRL-NET-028,Network,Palo Alto Firewall,logging_enabled,Enabled,Enabled,False,NONE,modification,admin_013,maintenance,approved,testing,False
EVT-000624,2026-04-02T17:16:09Z,CTRL-LOG-020,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_006,maintenance,approved,testing,True
EVT-000437,2026-04-02T17:33:43Z,CTRL-LOG-019,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_034,change_request,approved,development,True
EVT-000537,2026-04-02T17:37:28Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_011,change_request,approved,production,True
EVT-000803,2026-04-02T17:40:43Z,CTRL-CLD-008,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,rollback,admin_020,manual,expired,testing,False
EVT-000998,2026-04-02T22:45:33Z,CTRL-CLD-009,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_012,maintenance,approved,production,False
EVT-000135,2026-04-03T09:28:01Z,CTRL-NET-015,Network,Cisco Firewall,ssh_access,Restricted,Open,True,HIGH,modification,admin_038,change_request,approved,development,False
EVT-000408,2026-04-03T12:58:01Z,CTRL-IAM-006,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_029,maintenance,approved,staging,True
EVT-000289,2026-04-03T13:29:54Z,CTRL-SRV-004,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_030,change_request,approved,testing,True
EVT-000887,2026-04-03T15:39:13Z,CTRL-SRV-019,Endpoint,Linux Server,auditd_enabled,Running,Running,False,NONE,modification,admin_016,maintenance,approved,development,False
EVT-000483,2026-04-03T16:48:18Z,CTRL-NET-002,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_025,change_request,approved,staging,True
EVT-000881,2026-04-03T18:19:00Z,CTRL-CLD-020,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_046,change_request,approved,testing,True
EVT-000698,2026-04-04T15:42:48Z,CTRL-LOG-005,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_024,maintenance,approved,production,True
EVT-000313,2026-04-04T20:38:12Z,CTRL-LOG-001,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_015,change_request,approved,production,True
EVT-000436,2026-04-04T22:05:15Z,CTRL-IAM-020,Identity,Microsoft Entra ID,conditional_access,Enabled,Enabled,False,NONE,modification,admin_014,maintenance,approved,testing,True
EVT-000859,2026-04-05T01:04:41Z,CTRL-NET-024,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_011,change_request,approved,testing,False
EVT-000716,2026-04-05T09:09:23Z,CTRL-IAM-009,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_033,change_request,approved,production,True
EVT-000404,2026-04-05T09:53:10Z,CTRL-LOG-010,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_034,change_request,approved,staging,True
EVT-000830,2026-04-05T22:16:38Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_028,manual,expired,production,True
EVT-000869,2026-04-06T05:24:46Z,CTRL-CLD-022,Cloud,AWS EC2,instance_metadata_v2,Required,Required,False,NONE,modification,admin_010,emergency,approved,staging,False
EVT-000363,2026-04-06T10:57:13Z,CTRL-SRV-003,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_047,change_request,approved,development,True
EVT-000941,2026-04-06T12:59:39Z,CTRL-IAM-005,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_009,change_request,approved,production,True
EVT-000383,2026-04-06T14:31:47Z,CTRL-CLD-025,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_045,maintenance,approved,production,True
EVT-000883,2026-04-06T14:40:11Z,CTRL-SRV-011,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_049,maintenance,approved,development,True
EVT-000205,2026-04-06T15:11:48Z,CTRL-CLD-028,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_023,maintenance,approved,testing,False
EVT-000569,2026-04-06T16:32:15Z,CTRL-CLD-020,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_034,change_request,approved,testing,True
EVT-000311,2026-04-06T16:54:58Z,CTRL-NET-024,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_040,maintenance,approved,testing,True
EVT-000506,2026-04-06T18:22:54Z,CTRL-NET-021,Network,Palo Alto Firewall,url_filtering,Enabled,Enabled,False,NONE,modification,admin_002,change_request,approved,production,True
EVT-000040,2026-04-07T05:11:36Z,CTRL-CLD-006,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,modification,admin_043,emergency,pending,staging,False
EVT-000507,2026-04-07T08:30:31Z,CTRL-CLD-007,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_028,change_request,approved,development,True
EVT-000057,2026-04-07T11:29:08Z,CTRL-CLD-007,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,modification,admin_034,manual,pending,development,False
EVT-000044,2026-04-07T13:35:21Z,CTRL-NET-010,Network,Cisco Firewall,firewall_logging,Enabled,Disabled,True,HIGH,modification,admin_002,emergency,pending,staging,False
EVT-000252,2026-04-08T01:02:56Z,CTRL-SRV-015,Endpoint,Windows Server,auto_updates,Enabled,Disabled,True,MEDIUM,modification,admin_030,change_request,approved,development,False
EVT-000888,2026-04-08T08:40:50Z,CTRL-LOG-026,Cloud,Azure Monitor,retention_days,365 days,365 days,False,NONE,modification,admin_005,manual,approved,staging,False
EVT-000658,2026-04-08T12:43:26Z,CTRL-LOG-021,Cloud,Azure Monitor,metrics_collection,Enabled,Enabled,False,NONE,modification,admin_040,change_request,approved,production,True
EVT-000513,2026-04-08T13:20:34Z,CTRL-NET-004,Network,Cisco Firewall,port_443,Allow,Allow,False,NONE,modification,admin_037,maintenance,approved,testing,True
EVT-000613,2026-04-08T13:24:31Z,CTRL-CLD-016,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_029,maintenance,approved,testing,True
EVT-000431,2026-04-08T16:49:33Z,CTRL-LOG-004,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Enabled,False,NONE,modification,admin_018,maintenance,approved,testing,True
EVT-000151,2026-04-08T22:35:45Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Disabled,True,HIGH,modification,admin_014,change_request,approved,production,False
EVT-000212,2026-04-09T03:05:42Z,CTRL-CLD-015,Cloud,AWS S3,access_logging,Enabled,Disabled,True,HIGH,modification,admin_008,maintenance,approved,development,True
EVT-000259,2026-04-09T09:24:47Z,CTRL-NET-022,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_001,change_request,approved,staging,False
EVT-000488,2026-04-09T17:03:32Z,CTRL-LOG-019,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_027,change_request,approved,development,True
EVT-000022,2026-04-09T18:33:18Z,CTRL-LOG-001,Cloud,AWS CloudTrail,cloudtrail_enabled,Enabled,Disabled,True,CRITICAL,modification,admin_034,emergency,emergency,production,False
EVT-000367,2026-04-09T18:42:24Z,CTRL-LOG-020,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_047,maintenance,approved,testing,True
EVT-000487,2026-04-09T19:02:44Z,CTRL-CLD-011,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_034,change_request,approved,development,True
EVT-000696,2026-04-09T20:39:02Z,CTRL-SRV-001,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_042,change_request,approved,production,True
EVT-000966,2026-04-09T22:20:02Z,CTRL-NET-016,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_031,manual,approved,testing,True
EVT-000903,2026-04-10T10:26:38Z,CTRL-SRV-016,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_013,manual,approved,testing,True
EVT-000908,2026-04-10T17:58:17Z,CTRL-SRV-023,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_019,manual,approved,development,False
EVT-000247,2026-04-10T21:16:37Z,CTRL-LOG-021,Cloud,Azure Monitor,metrics_collection,Enabled,Reduced,True,LOW,modification,admin_009,maintenance,approved,production,False
EVT-000083,2026-04-11T08:56:57Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Disabled,True,HIGH,modification,admin_014,change_request,approved,production,False
EVT-000374,2026-04-11T10:08:39Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_008,change_request,approved,development,True
EVT-000013,2026-04-11T10:26:25Z,CTRL-SRV-001,Endpoint,Windows Server,bitlocker,Enabled,Disabled,True,CRITICAL,modification,admin_047,emergency,emergency,production,False
EVT-000773,2026-04-11T11:47:38Z,CTRL-NET-019,Network,Palo Alto Firewall,threat_prevention,Enabled,Disabled,True,CRITICAL,modification,admin_001,manual,expired,development,True
EVT-000032,2026-04-11T11:53:40Z,CTRL-CLD-007,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,modification,admin_038,emergency,pending,development,False
EVT-000134,2026-04-11T20:38:50Z,CTRL-CLD-003,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_027,change_request,pending,development,False
EVT-000127,2026-04-11T20:44:55Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_001,change_request,approved,development,False
EVT-000868,2026-04-12T14:44:56Z,CTRL-SRV-023,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_014,maintenance,approved,development,True
EVT-000119,2026-04-12T19:15:52Z,CTRL-CLD-001,Cloud,AWS S3,public_access,Disabled,Enabled,True,HIGH,modification,admin_036,manual,approved,production,False
EVT-000360,2026-04-12T22:51:05Z,CTRL-IAM-004,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_011,maintenance,approved,testing,True
EVT-000406,2026-04-12T22:58:21Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_017,change_request,approved,development,True
EVT-000692,2026-04-13T08:14:02Z,CTRL-SRV-014,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_008,change_request,approved,staging,True
EVT-000271,2026-04-13T10:31:03Z,CTRL-CLD-025,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_031,change_request,approved,production,False
EVT-000305,2026-04-13T10:53:58Z,CTRL-IAM-008,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_002,maintenance,approved,testing,True
EVT-000199,2026-04-13T11:18:22Z,CTRL-CLD-028,Cloud,AWS EC2,monitoring_enabled,Enabled,Disabled,True,MEDIUM,modification,admin_022,maintenance,approved,testing,True
EVT-000020,2026-04-13T11:24:34Z,CTRL-SRV-012,Endpoint,Windows Server,defender_enabled,Running,Stopped,True,HIGH,modification,admin_036,manual,emergency,testing,False
EVT-000758,2026-04-13T15:45:31Z,CTRL-SRV-027,Endpoint,Linux Server,ufw_firewall,Enabled,Disabled,True,HIGH,rollback,admin_017,maintenance,pending,development,False
EVT-000988,2026-04-13T21:27:03Z,CTRL-IAM-021,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_041,change_request,approved,production,True
EVT-000228,2026-04-14T01:31:22Z,CTRL-NET-023,Network,Palo Alto Firewall,url_filtering,Enabled,Disabled,True,MEDIUM,modification,admin_004,maintenance,approved,development,True
EVT-000008,2026-04-14T11:27:05Z,CTRL-IAM-021,Identity,Microsoft Entra ID,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_039,manual,pending,production,False
EVT-000725,2026-04-14T11:56:21Z,CTRL-SRV-013,Endpoint,Windows Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_012,maintenance,approved,production,True
EVT-000154,2026-04-14T12:16:39Z,CTRL-NET-014,Network,Cisco Firewall,ssh_access,Restricted,Open,True,HIGH,modification,admin_031,manual,approved,staging,False
EVT-000521,2026-04-15T01:43:21Z,CTRL-IAM-025,Identity,Microsoft Entra ID,risk_policy,Enabled,Enabled,False,NONE,modification,admin_041,maintenance,approved,production,True
EVT-000682,2026-04-15T13:18:07Z,CTRL-IAM-011,Identity,AWS IAM,access_key_rotation,90 days,90 days,False,NONE,modification,admin_018,change_request,approved,development,True
EVT-000746,2026-04-15T13:36:40Z,CTRL-NET-009,Network,Cisco Firewall,firewall_logging,Enabled,Disabled,True,HIGH,modification,admin_043,manual,pending,production,True
EVT-000202,2026-04-15T14:20:27Z,CTRL-CLD-010,Cloud,AWS S3,versioning,Enabled,Disabled,True,MEDIUM,modification,admin_036,maintenance,approved,staging,False
EVT-000274,2026-04-15T15:08:31Z,CTRL-CLD-011,Cloud,AWS S3,versioning,Enabled,Disabled,True,MEDIUM,modification,admin_035,maintenance,approved,development,False
EVT-000448,2026-04-15T16:48:11Z,CTRL-CLD-018,Cloud,AWS EC2,ebs_encryption,AES256,AES256,False,NONE,modification,admin_045,maintenance,approved,staging,True
EVT-000347,2026-04-15T22:09:27Z,CTRL-SRV-026,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_037,maintenance,approved,staging,True
EVT-000907,2026-04-15T22:37:27Z,CTRL-IAM-014,Identity,AWS IAM,least_privilege,Enforced,Enforced,False,NONE,modification,admin_029,maintenance,approved,staging,True
EVT-000789,2026-04-16T08:58:13Z,CTRL-LOG-017,Cloud,Azure Monitor,diagnostic_logging,Enabled,Disabled,True,HIGH,modification,admin_007,maintenance,expired,production,True
EVT-000099,2026-04-16T09:09:38Z,CTRL-IAM-015,Identity,AWS IAM,least_privilege,Enforced,Disabled,True,CRITICAL,modification,admin_015,change_request,pending,development,False
EVT-000653,2026-04-16T10:38:38Z,CTRL-IAM-019,Identity,Microsoft Entra ID,conditional_access,Enabled,Enabled,False,NONE,modification,admin_050,change_request,approved,development,True
EVT-000917,2026-04-16T11:04:56Z,CTRL-SRV-001,Endpoint,Windows Server,bitlocker,Enabled,Enabled,False,NONE,modification,admin_044,manual,approved,production,True
EVT-000535,2026-04-16T16:05:10Z,CTRL-LOG-012,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_038,change_request,approved,testing,True
EVT-000560,2026-04-16T16:56:26Z,CTRL-LOG-008,Cloud,AWS CloudTrail,multi_region_trail,Enabled,Enabled,False,NONE,modification,admin_009,maintenance,approved,testing,True
EVT-000634,2026-04-16T18:24:24Z,CTRL-IAM-004,Identity,AWS IAM,mfa_enabled,Required,Required,False,NONE,modification,admin_018,change_request,approved,testing,True
EVT-000551,2026-04-17T01:35:33Z,CTRL-CLD-002,Cloud,AWS S3,public_access,Disabled,Disabled,False,NONE,modification,admin_047,change_request,approved,staging,True
EVT-000948,2026-04-17T08:13:31Z,CTRL-IAM-008,Identity,AWS IAM,password_policy,Strong (Min14Chars),Strong (Min14Chars),False,NONE,modification,admin_019,emergency,approved,testing,False
EVT-000953,2026-04-17T08:53:03Z,CTRL-CLD-028,Cloud,AWS EC2,monitoring_enabled,Enabled,Enabled,False,NONE,modification,admin_030,manual,approved,testing,True
EVT-000317,2026-04-17T10:32:22Z,CTRL-LOG-012,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_044,change_request,approved,testing,True
EVT-000335,2026-04-17T10:40:38Z,CTRL-LOG-011,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_028,maintenance,approved,development,True
EVT-000093,2026-04-17T15:55:45Z,CTRL-NET-007,Network,Cisco Firewall,port_8080,Deny,Allow,True,HIGH,modification,admin_022,change_request,approved,development,False
EVT-000668,2026-04-18T05:38:39Z,CTRL-SRV-009,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_050,change_request,approved,production,True
EVT-000392,2026-04-18T12:06:13Z,CTRL-NET-028,Network,Palo Alto Firewall,logging_enabled,Enabled,Enabled,False,NONE,modification,admin_045,change_request,approved,testing,True
EVT-000876,2026-04-18T13:14:03Z,CTRL-CLD-005,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_038,maintenance,approved,production,False
EVT-000641,2026-04-18T16:05:44Z,CTRL-SRV-026,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_019,maintenance,approved,staging,True
EVT-000646,2026-04-18T23:08:46Z,CTRL-NET-017,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_043,maintenance,approved,production,True
EVT-000555,2026-04-19T12:42:06Z,CTRL-CLD-004,Cloud,AWS S3,public_access,Disabled,Disabled,False,NONE,modification,admin_050,maintenance,approved,testing,True
EVT-000164,2026-04-19T14:12:06Z,CTRL-CLD-012,Cloud,AWS S3,versioning,Enabled,Disabled,True,MEDIUM,modification,admin_030,maintenance,approved,testing,True
EVT-000396,2026-04-19T14:30:38Z,CTRL-IAM-028,Identity,Microsoft Entra ID,risk_policy,Enabled,Enabled,False,NONE,modification,admin_039,maintenance,approved,testing,True
EVT-000272,2026-04-19T15:06:26Z,CTRL-LOG-025,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_039,maintenance,approved,production,True
EVT-000629,2026-04-19T15:35:42Z,CTRL-LOG-026,Cloud,Azure Monitor,retention_days,365 days,365 days,False,NONE,modification,admin_035,change_request,approved,staging,True
EVT-000945,2026-04-19T16:07:56Z,CTRL-LOG-017,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_012,change_request,approved,production,True
EVT-000705,2026-04-19T16:38:30Z,CTRL-NET-010,Network,Cisco Firewall,firewall_logging,Enabled,Enabled,False,NONE,modification,admin_002,maintenance,approved,staging,True
EVT-000820,2026-04-19T17:18:36Z,CTRL-LOG-011,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,rollback,admin_046,maintenance,expired,development,True
EVT-000958,2026-04-20T09:35:01Z,CTRL-CLD-015,Cloud,AWS S3,access_logging,Enabled,Enabled,False,NONE,modification,admin_048,manual,approved,development,True
EVT-000333,2026-04-20T15:14:49Z,CTRL-IAM-023,Identity,Microsoft Entra ID,mfa_enabled,Required,Required,False,NONE,modification,admin_003,change_request,approved,development,True
EVT-000315,2026-04-20T16:04:11Z,CTRL-SRV-023,Endpoint,Linux Server,selinux,Enforcing,Enforcing,False,NONE,modification,admin_016,change_request,approved,development,True
EVT-000784,2026-04-20T17:45:03Z,CTRL-NET-015,Network,Cisco Firewall,ssh_access,Restricted,Restricted,False,NONE,modification,admin_033,change_request,pending,development,True
EVT-000910,2026-04-20T18:24:58Z,CTRL-LOG-027,Cloud,Azure Monitor,retention_days,365 days,365 days,False,NONE,modification,admin_045,change_request,approved,development,True
EVT-000942,2026-04-20T19:36:05Z,CTRL-LOG-010,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_027,change_request,approved,staging,True
EVT-000155,2026-04-20T22:33:07Z,CTRL-SRV-023,Endpoint,Linux Server,selinux,Enforcing,Permissive,True,HIGH,modification,admin_032,change_request,approved,development,False
EVT-000330,2026-04-21T04:28:15Z,CTRL-SRV-026,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_033,maintenance,approved,staging,True
EVT-000596,2026-04-21T08:52:40Z,CTRL-CLD-012,Cloud,AWS S3,versioning,Enabled,Enabled,False,NONE,modification,admin_022,maintenance,approved,testing,True
EVT-000207,2026-04-21T10:50:29Z,CTRL-LOG-027,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_029,change_request,approved,development,True
EVT-000895,2026-04-21T12:43:23Z,CTRL-SRV-012,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_016,manual,approved,testing,False
EVT-000759,2026-04-21T16:39:44Z,CTRL-LOG-019,Cloud,Azure Monitor,diagnostic_logging,Enabled,Disabled,True,HIGH,rollback,admin_006,change_request,pending,development,False
EVT-000381,2026-04-21T17:49:53Z,CTRL-SRV-012,Endpoint,Windows Server,defender_enabled,Running,Running,False,NONE,modification,admin_026,change_request,approved,testing,True
EVT-000457,2026-04-22T09:39:56Z,CTRL-LOG-017,Cloud,Azure Monitor,diagnostic_logging,Enabled,Enabled,False,NONE,modification,admin_025,maintenance,approved,production,True
EVT-000125,2026-04-22T11:15:10Z,CTRL-NET-016,Network,Cisco Firewall,ssh_access,Restricted,Open,True,HIGH,modification,admin_012,change_request,approved,testing,False
EVT-000644,2026-04-22T12:00:26Z,CTRL-LOG-012,Cloud,AWS CloudTrail,log_file_validation,Enabled,Enabled,False,NONE,modification,admin_004,maintenance,approved,testing,True
EVT-000145,2026-04-22T20:45:58Z,CTRL-SRV-005,Endpoint,Windows Server,windows_firewall,Enabled,Disabled,True,HIGH,modification,admin_008,change_request,pending,production,False
EVT-000583,2026-04-23T08:46:00Z,CTRL-LOG-024,Cloud,Azure Monitor,metrics_collection,Enabled,Enabled,False,NONE,modification,admin_012,maintenance,approved,testing,True
EVT-000092,2026-04-23T12:06:53Z,CTRL-IAM-020,Identity,Microsoft Entra ID,conditional_access,Enabled,Disabled,True,CRITICAL,modification,admin_029,change_request,pending,testing,False
EVT-000974,2026-04-23T14:55:42Z,CTRL-SRV-032,Endpoint,Linux Server,auto_updates,Enabled,Enabled,False,NONE,modification,admin_047,change_request,approved,testing,True
EVT-000261,2026-04-24T05:59:38Z,CTRL-SRV-017,Endpoint,Linux Server,auditd_enabled,Running,Stopped,True,HIGH,modification,admin_045,maintenance,approved,production,False
EVT-000817,2026-04-24T06:20:59Z,CTRL-CLD-017,Cloud,AWS EC2,ebs_encryption,AES256,AES128,True,CRITICAL,modification,admin_030,manual,expired,production,False
EVT-000582,2026-04-24T09:38:32Z,CTRL-SRV-027,Endpoint,Linux Server,ufw_firewall,Enabled,Enabled,False,NONE,modification,admin_044,maintenance,approved,development,True
EVT-000179,2026-04-24T12:42:48Z,CTRL-LOG-027,Cloud,Azure Monitor,retention_days,365 days,180 days,True,LOW,modification,admin_013,maintenance,approved,development,False
EVT-000028,2026-04-24T15:08:48Z,CTRL-CLD-019,Cloud,AWS EC2,ebs_encryption,AES256,AES128,True,CRITICAL,modification,admin_009,manual,pending,development,False
EVT-000663,2026-04-24T19:56:55Z,CTRL-NET-017,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_038,change_request,approved,production,True
EVT-000006,2026-04-24T21:00:07Z,CTRL-IAM-001,Identity,AWS IAM,mfa_enabled,Required,Disabled,True,CRITICAL,modification,admin_011,manual,pending,production,False
EVT-000298,2026-04-25T08:06:54Z,CTRL-CLD-008,Cloud,AWS S3,bucket_encryption,AES256,AES256,False,NONE,modification,admin_029,maintenance,approved,testing,True
EVT-000618,2026-04-25T08:16:45Z,CTRL-NET-018,Network,Palo Alto Firewall,threat_prevention,Enabled,Enabled,False,NONE,modification,admin_023,maintenance,approved,staging,True
EVT-000490,2026-04-25T09:42:19Z,CTRL-NET-005,Network,Cisco Firewall,port_8080,Deny,Deny,False,NONE,modification,admin_023,maintenance,approved,production,True
EVT-000056,2026-04-25T11:14:49Z,CTRL-LOG-016,Cloud,AWS CloudTrail,kms_encryption,Enabled,Disabled,True,CRITICAL,modification,admin_033,emergency,pending,testing,False
EVT-000029,2026-04-25T12:57:45Z,CTRL-CLD-008,Cloud,AWS S3,bucket_encryption,AES256,AES128,True,CRITICAL,modification,admin_002,emergency,pending,testing,False
